의원,2200021,2200022,2200036,2200038,2200051,2200052,2200056,2200071,2200072,2200097,2200127,2200154,2200190,2200236,2200241,2200286,2200316,2200328,2200377,2200395,2200402,2200433,2200438,2200447,2200449,2200461,2200467,2200478,2200485,2200493,2200538,2200541,2200589,2200618,2200767,2200770,2200782,2200819,2200842,2200851,2200862,2200874,2200900,2200946,2200947,2200948,2201034,2201037,2201040,2201042,2201049,2201050,2201053,2201097,2201110,2201117,2201121,2201129,2201147,2201176,2201193,2201199,2201217,2201235,2201253,2201277,2201278,2201279,2201280,2201291,2201312,2201384,2201390,2201404,2201460,2201492,2201527,2201577,2201586,2201588,2201592,2201593,2201627,2201669,2201686,2201688,2201697,2201704,2201785,2201804,2201825,2201828,2201848,2201853,2201864,2201929,2201971,2201983,2202004,2202011,2202049,2202050,2202051,2202077,2202082,2202088,2202089,2202093,2202095,2202096,2202098,2202113,2202137,2202148,2202151,2202171,2202184,2202196,2202216,2202261,2202274,2202276,2202293,2202298,2202306,2202397,2202417,2202422,2202444,2202451,2202455,2202488,2202498,2202525,2202548,2202558,2202638,2202698,2202752,2202753,2202754,2202755,2202760,2202783,2202816,2202819,2202909,2202911,2202956,2202998,2202999,2203001,2203004,2203016,2203030,2203054,2203066,2203074,2203079,2203091,2203098,2203136,2203142,2203145,2203200,2203203,2203224,2203227,2203228,2203229,2203230,2203239,2203262,2203263,2203265,2203266,2203267,2203268,2203269,2203286,2203295,2203319,2203321,2203337,2203344,2203397,2203399,2203440,2203449,2203464,2203465,2203472,2203514,2203518,2203519,2203520,2203521,2203522,2203523,2203524,2203525,2203526,2203527,2203528,2203531,2203532,2203533,2203550,2203735,2203837,2203906,2203920,2203923,2203925,2204041,2204097,2204166,2204174,2204197,2204220,2204233,2204300,2204301,2204302,2204303,2204304,2204305,2204306,2204308,2204309,2204310,2204311,2204312,2204313,2204314,2204316,2204317,2204318,2204319,2204320,2204321,2204322,2204323,2204324,2204325,2204326,2204327,2204328,2204329,2204330,2204331,2204332,2204333,2204334,2204335,2204407,2204409,2204420,2204494,2204496,2204517,2204591,2204593,2204595,2204601,2204602,2204612,2204613,2204676,2204691,2204728,2204730,2204739,2204804,2204913,2205006,2205022,2205027,2205046,2205212,2205260,2205363,2205364,2205380,2205407,2205411,2205412,2205416,2205419,2205421,2205426,2205430,2205431,2205435,2205436,2205447,2205454,2205465,2205467,2205468,2205470,2205496,2205744,2205778,2205945,2205949,2205950,2205951,2205952,2205953,2205954,2205955,2205956,2205957,2205958,2205960,2205962,2205963,2205964,2205965,2205966,2205967,2205968,2205969,2205970,2205971,2205972,2205973,2205974,2205975,2205976,2205977,2205978,2205994,2206091,2206195,2206197,2206210,2206211,2206212,2206213,2206226,2206269,2206291,2206292,2206315,2206316,2206317,2206318,2206319,2206320,2206321,2206322,2206323,2206324,2206325,2206326,2206327,2206328,2206329,2206330,2206331,2206378,2206490,2206539,2206627,2206629,2206630,2206631,2206647,2206682,2206761,2206765,2206769,2206772,2206775,2206910,2206911,2206912,2206913,2206914,2206915,2206916,2206917,2206918,2206919,2206920,2206921,2206922,2206923,2206924,2206925,2206926,2206927,2206928,2206929,2206930,2206931,2206953,2206954,2206955,2206956,2206957,2207082,2207084,2207085,2207087,2207090,2207147,2207306,2207307,2207310,2207328,2207330
강경숙,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,-2,-2,1,1,1,1,1,1,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,-2,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,-2,1,-2,1,1,1,1,1,1,1,-2,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,-2,-2,-2,1,1,1,1,1,1,-2,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,1,-2,0,1,1,1,1,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
강대식,-2,-2,-2,-2,1,1,-2,-1,1,-2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,-2,1,1,1,1,1,1,-2,0,-2,-2,1,-2,1,-2,-2,-2,1,1,1,1,1,1,1,1,1,-2,1,-2,-2,1,1,1,1,1,1,-2,-2,-2,-2,1,-2,1,1,1,1,-2,-2,1,-2,-2,1,1,1,1,1,1,1,1,1,-2,1,1,-2,-2,1,1,1,-2,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,-2,1,-2,-2,-2,-2,-2,0,-2,-2,1,0,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,-2,-2,-2,1,1,1,1,1,1,0,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,-2,-2,1,1,-2,1,1,-2,1,1,1,-2,-1,-1,1,-1,-2,-2,1,-2,1,-1,1,1,1,1,1,-1,1,-2,-2,-2,-2,1,1,-2,1,1,1,1,-2,-2,-2,-2,-2,1,1,1,-2,1,1,1,1,-2,1,1,1,-2,1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-2,1,1,-2,1,-2,-2,-2,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,-2,-2,1,1,-2,1,1,1,1,-2,-1,-1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,-2,-1,1,-1,-1,1,1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,0,1,1,1,-1,1,-2,1,1,-1,1,1,1,1,-2
강득구,-2,-2,-2,1,1,1,-2,-2,-2,1,-2,1,1,1,-2,1,-2,-2,1,-2,1,1,1,1,1,1,-2,-2,1,1,-2,1,-2,-2,1,1,1,1,-2,1,-2,1,-2,1,1,-2,1,1,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,-2,1,1,1,-2,1,-2,1,1,1,-2,1,1,-2,1,-2,-2,-2,1,1,-2,1,1,1,1,-2,1,1,1,-2,-2,-2,-2,-2,1,-2,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,-2,1,1,1,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,1,1,1,1,1,1,1,1,1,1,-2,-2,1,1,1,-2,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-2,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,-2,-2
강명구,1,1,1,-2,1,1,-2,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,-2,1,-2,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-2,-2,-2,1,1,1,1,1,1,1,1,1,-2,1,-2,-2,1,1,-2,1,1,1,-2,-2,-2,-2,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,1,1,-2,1,1,-2,1,1,1,-2,1,1,1,-2,-2,1,1,1,-2,1,1,1,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,-2,1,1,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,1,-2,1,1,-2,1,1,1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,-2,1,1,-2,-2,-2,1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,1,1,-2,-2,-2,-2,-2,1,-2,-2,-2,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,-2,-2,1,-2,-2,-1,-2,-2,1,1,1,1,1,1,-2,-2,-1,1,-2,1,1,-2,-2,1,1,-2,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,-2,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,-2,-1,-1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,1,1,-2,-2,-2,-2,-1,-2,1,-2,-2,1,1,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,1,1,1,1,-1,1,-2,1,1,-1,-2,-2,1,-2,-2
강민국,1,1,1,-2,1,1,1,-2,-2,-2,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,-2,-2,1,-2,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,-2,1,-2,-2,1,1,1,1,1,1,-2,-2,-2,-2,1,1,1,1,1,-2,1,1,1,1,1,1,1,-2,-2,1,1,-2,1,-2,1,1,1,-2,-2,1,1,1,-2,1,-2,-1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,1,1,-2,1,1,1,1,1,1,1,1,1,-2,1,-2,-2,-2,-2,1,1,-2,-2,1,1,-2,1,1,1,1,1,1,1,1,-2,1,1,1,1,-2,-2,-2,-2,-2,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,1,1,1,-2,1,1,-2,1,1,1,1,-1,-1,1,-2,-2,-2,1,1,1,-1,-2,-2,1,1,1,-1,1,-2,-2,-2,-2,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,1,1,1,1,-2,-2,1,-2,1,1,1,1,1,1,1,1,1,-2,1,-2,1,-2,-1,1,1,1,1,-2,-2,-2,-1,-2,-2,1,1,1,-2,1,1,-2,-2,-1,1,1,1,-2,-1,1,-2,-2,1,-2,1,1,0,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,-2,-1,0,1,1,1,1,1,1,1,-1,1,-1,-2,-2,1,1,1,-1,1,1,1,1,1,1,-1,1,-1,1,-1,-2,0,-2,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,1,1,1,1,1,1,1,-2,1,-2,-2,0,1,1,1,-2,1,-1,-2,1,1,1,-1,1,-2,1,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,-1,1,1,-2,1,-1,1,1,1,1,-2
강선영,-2,-2,-2,-2,1,1,1,-1,1,1,1,1,1,1,0,1,1,1,1,1,-2,1,1,0,1,-2,1,-1,1,1,1,0,1,1,1,1,-2,0,-1,-1,1,1,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,-2,1,-2,-2,1,1,1,-2,1,1,-2,-2,-2,-2,1,-2,1,1,1,1,1,-2,1,-2,0,-2,-2,1,1,-2,1,1,1,1,1,1,1,-2,-2,-2,1,1,-2,1,1,-1,1,1,1,-2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,-2,1,-2,1,-2,1,-2,-2,-2,-2,1,-1,-2,-2,1,0,-2,1,1,1,1,1,1,1,1,-2,1,1,1,1,-2,1,-2,-2,-2,-2,1,0,-2,1,-2,1,1,-2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,1,-2,1,1,1,-2,-2,-2,-2,1,1,-2,1,1,1,0,1,1,1,1,1,1,1,1,1,-2,-2,1,1,1,0,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,1,-2,1,1,1,-2,1,-1,1,1,1,1,-1,1,1,1,-2,1,1,1,-2,-2,1,1,-2,1,1,1,1,1,1,1,1,1,1,-2,-1,1,1,1,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,-2,-1,-2,-1,1,-1,-1,1,1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,-2,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,1,1,1,1,-1,1,1,1,1,0,1,0,1,1,1
강선우,1,1,1,1,1,0,-2,1,1,0,1,1,-2,1,1,1,1,1,1,-2,1,1,1,1,-2,1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,-2,1,1,1,-2,1,1,1,1,1,1,-2,1,1,1,-2,1,1,1,1,1,1,-2,1,1,-2,1,1,1,1,1,1,1,1,-2,1,1,1,1,-2,1,1,-2,1,1,1,1,1,1,1,1,-2,-2,-2,1,1,1,1,1,1,1,-2,-2,1,-2,-2,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,0,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,-2,1,1,-2,-2,1,-2,-2,1,1,1,-2,-2,-2,1,1,1,1,1,1,-2,1,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,-2,0,1,-2,-2,1,1,1,1,1,1,1,1,1,1,-2,-2,1,1,1,-2,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,-2,-2,1,1,-2,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,-2,1,1,1,1,-2,1,1,1,1,1,1,-2,-2,-2,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,1,1,-2,-2,-2,-2,-2,-2
강승규,-2,-2,-2,-2,1,1,-2,-2,-2,1,-2,1,1,1,-2,1,-2,-2,1,1,-2,1,1,-2,-2,-2,1,1,1,-2,-2,1,-2,1,1,1,-2,1,-2,-1,1,1,-2,-2,-2,-2,1,1,-2,-2,-2,-2,1,1,1,-2,1,-2,-2,1,-2,1,1,1,1,-2,-2,-2,-2,-2,-2,1,1,1,-2,1,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,1,-2,-2,1,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,-2,1,1,-2,-2,-2,1,-2,-2,-2,1,-2,1,1,1,1,1,-2,1,-2,-2,-2,-2,1,1,-2,-2,1,-1,-2,1,1,1,1,1,-2,1,1,1,1,1,1,1,-2,1,-2,-2,-2,1,1,1,-2,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,1,1,1,1,-2,1,1,1,1,1,1,-1,-1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,1,1,-2,-2,-2,-2,1,1,-2,1,-2,-2,1,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,-2,-2,1,1,1,-2,1,1,1,1,1,1,1,1,-2,1,-1,1,1,1,1,-1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,-2,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,-2,1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1,-1,1,1,1,1,-1,1,-1,1,1,1,1,1,1,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,1,1,1,1,1,-1,1,1,1,1,-1,1,1,1,1,-2
강유정,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,-2,1,1,1,-1,1,1,1,-2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-2,1,1,1
